"ID";"Latitude";"Insolacao";"Longitude";"Estado";"Cidade";"Estacao";"Verao";"AnoNasc";"Idade";"Sexo";"Coleta";"HO";"p01";"p02";"p03";"p04";"p05";"p06";"p07";"p08";"p09";"p10";"p11";"p12";"p13";"p14";"p15";"p16";"p17";"p18";"p19"
"121";-2,53;437;-44,3;"MA";"Sao Luis, MA";"prim";"Nao";1989;18;"feminino";2006-10-01;56;"4";"2";"3";"4";"2";"2";"3";"3";"4";"1";"6";"0";"4";"1";"4";"2";"3";"4";"4"
"122";-2,53;437;-44,3;"MA";"Sao Luis, MA";"prim";"Nao";1987;20;"masculino";2006-10-01;42;"3";"3";"2";"1";"1";"1";"2";"1";"3";"3";"2";"3";"3";"2";"2";"2";"3";"3";"2"
"123";-2,53;437;-44,3;"MA";"Sao Luis, MA";"prim";"Nao";1987;20;"feminino";2006-10-01;44;"2";"3";"2";"4";"4";"4";"3";"2";"3";"3";"0";"2";"4";"2";"2";"1";"1";"2";"0"
"124";-2,53;437;-44,3;"MA";"Sao Luis, MA";"prim";"Nao";1986;21;"masculino";2006-10-01;35;"2";"1";"2";"3";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"1";"2";"1";"2";"2"
"125";-2,53;437;-44,3;"MA";"Sao Luis, MA";"prim";"Nao";1983;24;"masculino";2006-10-01;27;"1";"1";"1";"1";"1";"2";"2";"2";"1";"1";"6";"0";"1";"1";"1";"3";"1";"1";"0"
"126";-2,53;437;-44,3;"MA";"Sao Luis, MA";"prim";"Nao";1981;26;"feminino";2006-10-01;58;"4";"5";"4";"1";"1";"1";"1";"4";"4";"5";"6";"0";"4";"1";"4";"1";"5";"1";"6"
"127";-2,53;437;-44,3;"MA";"Sao Luis, MA";"prim";"Nao";1961;46;"feminino";2006-10-01;70;"4";"4";"4";"4";"4";"4";"4";"3";"4";"4";"6";"5";"2";"3";"2";"4";"1";"2";"6"
"128";-2,53;437;-44,3;"MA";"Sao Luis, MA";"prim";"Nao";1984;23;"masculino";2006-10-01;43;"1";"1";"3";"2";"3";"1";"3";"2";"1";"1";"6";"5";"1";"1";"3";"1";"3";"3";"2"
"129";-2,53;437;-44,3;"MA";"Sao Luis, MA";"prim";"Nao";1980;27;"masculino";2006-10-01;44;"3";"2";"2";"2";"2";"1";"2";"3";"2";"3";"6";"3";"2";"2";"2";"2";"2";"3";"0"
"130";-2,53;437;-44,3;"MA";"Sao Luis, MA";"prim";"Nao";1986;21;"feminino";2006-10-01;48;"2";"3";"2";"2";"2";"1";"2";"2";"3";"4";"6";"0";"1";"3";"4";"3";"3";"3";"2"
"131";-2,53;437;-44,3;"MA";"Sao Luis, MA";"prim";"Nao";1978;29;"feminino";2006-10-01;60;"4";"4";"4";"3";"1";"3";"1";"2";"4";"5";"2";"5";"3";"3";"2";"4";"3";"3";"4"
"132";-2,53;439;-44,3;"MA";"Sao Luis, MA";"ver";"Nao";1983;24;"feminino";2005-03-01;24;"1";"1";"1";"1";"1";"1";"2";"1";"2";"1";"0";"2";"2";"1";"4";"1";"1";"1";"0"
"133";-2,53;439;-44,3;"MA";"Sao Luis, MA";"ver";"Nao";1979;28;"feminino";2005-03-01;22;"1";"1";"1";"1";"4";"1";"1";"1";"1";"1";"0";"0";"1";"1";"1";"4";"1";"1";"0"
"134";-2,53;442;-44,3;"MA";"Sao Luis, MA";"ver";"Nao";1977;30;"feminino";2005-02-01;34;"2";"3";"1";"1";"1";"1";"1";"2";"1";"3";"2";"2";"2";"3";"2";"3";"1";"3";"0"
"135";-2,53;442;-44,3;"MA";"Sao Luis, MA";"ver";"Nao";1966;41;"feminino";2005-02-01;54;"5";"4";"4";"3";"3";"1";"1";"2";"1";"4";"6";"3";"3";"1";"1";"2";"3";"3";"4"
"136";-2,53;442;-44,3;"MA";"Sao Luis, MA";"ver";"Nao";1962;45;"feminino";2005-02-01;43;"2";"3";"3";"1";"2";"2";"2";"2";"2";"3";"4";"2";"1";"3";"4";"1";"2";"2";"2"
"137";-2,53;442;-44,3;"MA";"Sao Luis, MA";"ver";"Nao";1961;46;"feminino";2005-02-01;63;"3";"3";"4";"3";"3";"3";"3";"4";"3";"3";"6";"2";"3";"1";"4";"4";"3";"4";"4"
"138";-2,56;427;-44,05;"MA";"Sao Jose de Ribamar, MA";"out";"Nao";1983;24;"feminino";2006-09-01;30;"1";"2";"2";"3";"2";"1";"2";"1";"1";"1";"6";"0";"1";"1";"1";"1";"1";"3";"0"
"139";-2,88;437;-40,12;"CE";"Acarau, CE";"prim";"Nao";1970;37;"feminino";2006-10-01;70;"5";"5";"4";"4";"4";"4";"3";"3";"4";"4";"6";"3";"4";"1";"2";"2";"3";"3";"6"
"140";-2,9;427;-41,77;"PI";"Parnaiba, PI";"out";"Nao";1972;35;"feminino";2006-09-01;53;"4";"3";"2";"4";"2";"4";"3";"2";"2";"3";"6";"2";"1";"2";"2";"4";"3";"4";"0"
"141";-2,9;437;-40,84;"CE";"Camocim, CE";"prim";"Nao";1980;27;"feminino";2006-10-01;59;"4";"4";"1";"2";"3";"3";"2";"2";"4";"3";"6";"5";"1";"3";"4";"4";"3";"3";"2"
"142";-3,2;427;-52,2;"PA";"Altamira, PA";"out";"Nao";1968;39;"masculino";2006-09-01;55;"4";"3";"4";"4";"2";"1";"2";"4";"2";"4";"0";"2";"3";"4";"1";"4";"3";"4";"4"
"143";-3,2;427;-52,2;"PA";"Altamira, PA";"out";"Nao";1984;23;"masculino";2006-09-01;34;"2";"3";"1";"1";"2";"1";"2";"2";"2";"2";"2";"2";"1";"3";"2";"2";"1";"3";"0"
"144";-3,2;437;-52,2;"PA";"Altamira, PA";"prim";"Nao";1981;26;"feminino";2006-10-01;46;"3";"2";"2";"4";"2";"1";"4";"2";"4";"2";"6";"0";"3";"2";"1";"1";"3";"2";"2"
"145";-3,36;427;-39,83;"CE";"Itapipoca, CE";"out";"Nao";1960;47;"masculino";2006-09-01;57;"1";"3";"4";"4";"2";"4";"3";"4";"4";"3";"6";"0";"3";"2";"2";"3";"3";"2";"4"
"146";-3,36;427;-39,83;"CE";"Itapipoca, CE";"out";"Nao";1985;22;"feminino";2006-09-01;48;"3";"2";"2";"2";"2";"1";"2";"2";"2";"4";"4";"2";"1";"4";"2";"3";"2";"4";"4"
"147";-3,53;438;-40,65;"CE";"Coreau, CE";"prim";"Nao";1977;30;"feminino";2006-10-01;38;"4";"3";"2";"2";"2";"3";"2";"2";"2";"2";"0";"3";"1";"3";"1";"1";"3";"2";"0"
"148";-3,66;426;-45,38;"MA";"Santa Ines, MA";"out";"Nao";1953;54;"masculino";2006-09-01;48;"4";"3";"4";"4";"4";"4";"4";"2";"2";"3";"0";"2";"1";"2";"1";"3";"1";"2";"2"
"149";-3,66;438;-45,38;"MA";"Santa Ines, MA";"prim";"Nao";1974;33;"masculino";2006-10-01;43;"2";"2";"2";"3";"2";"2";"3";"2";"2";"2";"4";"2";"1";"2";"3";"2";"2";"3";"2"
"150";-3,66;438;-45,38;"MA";"Santa Ines, MA";"prim";"Nao";1980;27;"masculino";2006-10-01;58;"5";"3";"1";"2";"3";"2";"2";"1";"4";"3";"6";"5";"3";"4";"1";"4";"3";"4";"2"
"151";-3,66;438;-45,38;"MA";"Santa Ines, MA";"prim";"Nao";1969;38;"feminino";2006-10-01;50;"4";"3";"2";"3";"2";"1";"3";"2";"2";"3";"6";"0";"2";"1";"2";"4";"3";"3";"4"
"152";-3,68;426;-40,35;"CE";"Sobral, CE";"out";"Nao";1975;32;"masculino";2006-09-01;64;"4";"3";"4";"4";"3";"4";"3";"2";"2";"3";"6";"0";"4";"4";"2";"3";"3";"4";"6"
"153";-3,68;426;-40,35;"CE";"Sobral, CE";"out";"Nao";1978;29;"masculino";2006-09-01;62;"3";"3";"4";"3";"4";"4";"3";"2";"3";"3";"6";"2";"3";"4";"4";"2";"3";"4";"2"
"154";-3,68;438;-40,35;"CE";"Sobral, CE";"prim";"Nao";1973;34;"masculino";2006-10-01;52;"4";"3";"3";"3";"2";"2";"1";"2";"4";"2";"6";"0";"2";"3";"4";"4";"3";"2";"2"
"155";-3,68;438;-40,35;"CE";"Sobral, CE";"prim";"Nao";1973;34;"masculino";2006-10-01;42;"3";"1";"2";"1";"1";"2";"1";"1";"2";"4";"6";"3";"3";"4";"1";"1";"1";"3";"2"
"156";-3,68;438;-40,35;"CE";"Sobral, CE";"prim";"Nao";1986;21;"feminino";2006-10-01;34;"2";"1";"2";"1";"2";"1";"1";"2";"3";"2";"4";"2";"2";"3";"1";"2";"1";"2";"0"
"157";-3,68;444;-40,35;"CE";"Sobral, CE";"ver";"Nao";1980;27;"feminino";2005-02-01;60;"4";"4";"3";"3";"2";"2";"2";"2";"3";"5";"6";"5";"2";"3";"1";"3";"3";"1";"6"
"158";-3,71;375;-38,54;"CE";"Fortaleza, CE";"out";"Nao";1986;21;"feminino";2005-07-01;43;"3";"3";"1";"2";"2";"2";"1";"1";"2";"2";"6";"5";"1";"3";"2";"3";"1";"3";"0"
"159";-3,71;387;-38,54;"CE";"Fortaleza, CE";"inv";"Nao";1962;45;"masculino";2005-05-01;50;"4";"3";"3";"3";"2";"3";"2";"3";"3";"3";"6";"0";"1";"3";"1";"3";"3";"2";"2"
"160";-3,71;400;-38,54;"CE";"Fortaleza , CE";"out";"Nao";1979;28;"feminino";2006-08-01;47;"3";"2";"3";"3";"2";"2";"2";"2";"3";"3";"2";"2";"2";"4";"2";"2";"3";"3";"2"
"161";-3,71;400;-38,54;"CE";"Fortaleza , CE";"out";"Nao";1985;22;"feminino";2006-08-01;55;"3";"4";"2";"1";"3";"4";"1";"2";"2";"5";"6";"3";"1";"3";"2";"3";"3";"3";"4"
"162";-3,71;400;-38,54;"CE";"Fortaleza , CE";"out";"Nao";1984;23;"masculino";2006-08-01;59;"4";"3";"1";"2";"2";"3";"1";"4";"4";"4";"4";"5";"1";"3";"4";"3";"3";"2";"6"
"163";-3,71;400;-38,54;"CE";"Fortaleza , CE";"out";"Nao";1981;26;"feminino";2006-08-01;37;"3";"4";"2";"2";"1";"1";"2";"2";"1";"3";"0";"2";"2";"2";"1";"3";"2";"2";"2"
"164";-3,71;400;-38,54;"CE";"Fortaleza , CE";"out";"Nao";1984;23;"feminino";2006-08-01;27;"2";"1";"2";"3";"2";"1";"2";"2";"1";"1";"0";"0";"1";"2";"1";"1";"3";"2";"0"
"165";-3,71;400;-38,54;"CE";"Fortaleza, CE";"out";"Nao";1984;23;"feminino";2005-08-01;28;"1";"1";"1";"1";"1";"2";"3";"1";"1";"2";"2";"3";"1";"2";"2";"1";"1";"2";"0"
"166";-3,71;416;-38,54;"CE";"Fortaleza, CE";"inv";"Nao";1980;27;"masculino";2005-04-01;42;"3";"2";"2";"3";"2";"1";"2";"1";"2";"2";"6";"5";"1";"2";"1";"2";"1";"2";"2"
"167";-3,71;426;-38,54;"CE";"Fortaleza, CE";"out";"Nao";1950;57;"feminino";2006-09-01;61;"4";"2";"4";"4";"2";"4";"3";"3";"4";"3";"6";"0";"3";"2";"4";"2";"3";"4";"4"
"168";-3,71;426;-38,54;"CE";"Fortaleza, CE";"out";"Nao";1938;69;"masculino";2006-09-01;42;"1";"1";"3";"4";"4";"1";"2";"4";"1";"2";"2";"0";"3";"1";"2";"2";"5";"2";"2"
"169";-3,71;426;-38,54;"CE";"Fortaleza, CE";"out";"Nao";1987;20;"feminino";2006-09-01;43;"2";"1";"2";"2";"3";"3";"2";"3";"2";"2";"4";"0";"2";"2";"4";"3";"3";"3";"0"
"170";-3,71;426;-38,54;"CE";"Fortaleza, CE";"out";"Nao";1985;22;"feminino";2006-09-01;32;"1";"3";"1";"1";"1";"1";"1";"2";"1";"3";"2";"2";"2";"3";"1";"3";"2";"2";"0"
"171";-3,71;426;-38,54;"CE";"Fortaleza, CE";"out";"Nao";1981;26;"feminino";2006-09-01;59;"3";"4";"3";"3";"3";"1";"3";"3";"3";"4";"6";"2";"2";"3";"4";"4";"3";"3";"2"
"172";-3,71;426;-38,54;"CE";"Fortaleza, CE";"out";"Nao";1978;29;"feminino";2006-09-01;43;"3";"2";"1";"2";"1";"1";"2";"1";"3";"2";"6";"0";"2";"3";"4";"1";"3";"4";"2"
"173";-3,71;426;-38,54;"CE";"Fortaleza, CE";"out";"Nao";1972;35;"masculino";2006-09-01;59;"3";"3";"2";"2";"4";"3";"4";"2";"4";"3";"6";"3";"2";"2";"4";"1";"3";"4";"4"
"174";-3,71;426;-38,54;"CE";"Fortaleza, CE";"out";"Nao";1966;41;"masculino";2006-09-01;56;"3";"3";"4";"3";"3";"2";"2";"2";"3";"3";"6";"3";"2";"2";"2";"3";"3";"3";"4"
"175";-3,71;426;-38,54;"CE";"Fortaleza, CE";"out";"Nao";1961;46;"feminino";2006-09-01;48;"4";"4";"3";"1";"3";"4";"2";"4";"2";"4";"0";"3";"2";"2";"1";"2";"3";"2";"2"
"176";-3,71;426;-38,54;"CE";"Fortaleza, CE";"out";"Nao";1959;48;"feminino";2006-09-01;59;"4";"4";"2";"3";"3";"3";"3";"2";"2";"3";"4";"3";"3";"2";"2";"3";"5";"2";"6"
"177";-3,71;426;-38,54;"CE";"Fortaleza, CE";"out";"Nao";1955;52;"masculino";2006-09-01;49;"4";"3";"3";"1";"3";"1";"1";"3";"3";"3";"6";"2";"1";"1";"4";"3";"2";"3";"2"
"178";-3,71;426;-38,54;"CE";"Fortaleza, CE";"out";"Nao";1950;57;"feminino";2006-09-01;28;"4";"2";"1";"1";"1";"3";"1";"2";"1";"1";"0";"0";"1";"4";"1";"2";"1";"2";"0"
"179";-3,71;426;-38,54;"CE";"Fortaleza, CE";"out";"Nao";1949;58;"feminino";2006-09-01;57;"3";"3";"3";"2";"3";"4";"3";"2";"3";"3";"6";"2";"2";"2";"4";"4";"3";"3";"2"
"180";-3,71;426;-38,54;"CE";"Fortaleza, CE";"out";"Nao";1946;61;"masculino";2006-09-01;59;"4";"3";"3";"3";"3";"4";"3";"2";"3";"3";"6";"2";"3";"2";"4";"4";"3";"2";"2"
"181";-3,71;426;-38,54;"CE";"Fortaleza, CE";"out";"Nao";1978;29;"feminino";2006-09-01;58;"4";"3";"1";"2";"3";"4";"3";"3";"3";"3";"6";"2";"1";"3";"4";"4";"3";"4";"2"
"182";-3,71;426;-38,54;"CE";"Fortaleza, CE";"out";"Nao";1967;40;"feminino";2006-09-01;29;"2";"1";"3";"2";"3";"2";"1";"1";"1";"1";"0";"0";"3";"1";"2";"2";"1";"1";"2"
"183";-3,71;426;-38,54;"CE";"Fortaleza, CE";"out";"Nao";1958;49;"feminino";2006-09-01;34;"2";"3";"1";"2";"1";"2";"2";"1";"2";"3";"2";"2";"1";"2";"2";"2";"1";"3";"0"
"184";-3,71;426;-38,54;"CE";"Fortaleza, CE";"out";"Nao";1988;19;"masculino";2006-09-01;54;"4";"3";"3";"3";"3";"4";"4";"3";"4";"2";"2";"2";"2";"4";"2";"1";"3";"3";"2"
"185";-3,71;426;-38,54;"CE";"Fortaleza, CE";"out";"Nao";1977;30;"masculino";2006-09-01;49;"3";"3";"2";"4";"2";"3";"2";"1";"3";"3";"6";"3";"1";"2";"2";"4";"3";"2";"0"
"186";-3,71;426;-38,54;"CE";"Fortaleza, CE";"out";"Nao";1969;38;"feminino";2006-09-01;46;"3";"2";"2";"3";"3";"1";"2";"1";"2";"2";"6";"5";"2";"4";"1";"3";"1";"1";"2"
"187";-3,71;426;-38,54;"CE";"Fortaleza, CE";"out";"Nao";1960;47;"feminino";2006-09-01;65;"4";"3";"4";"4";"4";"2";"3";"4";"2";"3";"6";"0";"3";"2";"4";"4";"3";"4";"6"
"188";-3,71;426;-38,54;"CE";"Fortaleza, CE";"out";"Nao";1983;24;"masculino";2006-09-01;49;"4";"2";"2";"1";"3";"2";"3";"2";"3";"2";"6";"5";"1";"1";"2";"2";"3";"3";"2"
"189";-3,71;426;-38,54;"CE";"Fortaleza, CE";"out";"Nao";1982;25;"masculino";2006-09-01;53;"4";"4";"1";"1";"2";"2";"2";"3";"4";"3";"6";"3";"1";"1";"4";"4";"3";"1";"4"
"190";-3,71;426;-38,54;"CE";"Fortaleza, CE";"out";"Nao";1976;31;"feminino";2006-09-01;28;"1";"4";"4";"2";"1";"2";"1";"1";"3";"1";"0";"2";"1";"1";"1";"1";"1";"1";"0"
"191";-3,71;426;-38,54;"CE";"Fortaleza, CE";"out";"Nao";1972;35;"feminino";2006-09-01;44;"2";"2";"2";"1";"2";"3";"3";"3";"2";"3";"0";"3";"1";"3";"4";"4";"3";"3";"0"
"192";-3,71;426;-38,54;"CE";"Fortaleza , CE";"out";"Nao";1979;28;"masculino";2006-09-01;41;"1";"3";"2";"2";"4";"1";"1";"4";"2";"2";"0";"5";"2";"1";"2";"4";"1";"2";"2"
"193";-3,71;426;-38,54;"CE";"Fortaleza, CE";"out";"Nao";1985;22;"feminino";2006-09-01;53;"3";"3";"1";"4";"3";"4";"3";"2";"3";"3";"2";"2";"3";"1";"4";"3";"5";"2";"2"
"194";-3,71;426;-38,54;"CE";"Fortaleza, CE";"out";"Nao";1989;18;"masculino";2006-09-01;55;"5";"3";"2";"3";"4";"1";"3";"2";"2";"3";"4";"2";"2";"3";"4";"4";"2";"4";"2"
"195";-3,71;426;-38,54;"CE";"Fortaleza , CE";"out";"Nao";1984;23;"feminino";2006-09-01;32;"3";"1";"1";"2";"3";"1";"2";"1";"1";"3";"2";"3";"2";"1";"1";"1";"2";"2";"0"
"196";-3,71;426;-38,54;"CE";"Fortaleza, CE";"out";"Nao";1988;19;"feminino";2006-09-01;58;"5";"3";"2";"4";"3";"1";"3";"4";"4";"3";"4";"2";"3";"1";"4";"1";"3";"4";"4"
"197";-3,71;426;-38,54;"CE";"Fortaleza, CE";"out";"Nao";1987;20;"feminino";2006-09-01;39;"2";"3";"1";"1";"2";"4";"1";"2";"2";"3";"2";"2";"1";"2";"2";"3";"1";"3";"2"
"198";-3,71;426;-38,54;"CE";"Fortaleza, CE";"out";"Nao";1986;21;"feminino";2006-09-01;49;"2";"3";"1";"3";"2";"3";"3";"2";"1";"3";"6";"2";"2";"1";"4";"4";"3";"2";"2"
"199";-3,71;426;-38,54;"CE";"Fortaleza, CE";"out";"Nao";1980;27;"feminino";2006-09-01;58;"5";"3";"2";"2";"4";"3";"2";"2";"4";"3";"6";"2";"2";"2";"4";"3";"1";"2";"6"
"200";-3,71;426;-38,54;"CE";"Fortaleza, CE";"out";"Nao";1980;27;"feminino";2006-09-01;65;"4";"4";"3";"3";"1";"4";"2";"4";"4";"5";"6";"2";"2";"3";"4";"1";"3";"4";"6"
"201";-3,71;426;-38,54;"CE";"Fortaleza, CE";"out";"Nao";1983;24;"feminino";2006-09-01;51;"3";"4";"1";"2";"2";"4";"3";"1";"4";"3";"6";"2";"1";"3";"4";"3";"1";"2";"2"
"202";-3,71;426;-38,54;"CE";"Fortaleza, CE";"out";"Nao";1989;18;"feminino";2006-09-01;33;"3";"2";"1";"2";"2";"1";"2";"1";"3";"2";"2";"2";"1";"2";"2";"2";"1";"2";"0"
"203";-3,71;426;-38,54;"CE";"Fortaleza, CE";"out";"Nao";1989;18;"feminino";2006-09-01;42;"2";"3";"2";"2";"3";"4";"3";"1";"1";"3";"2";"3";"1";"2";"2";"2";"3";"3";"0"
"204";-3,71;426;-38,54;"CE";"Fortaleza, CE";"out";"Nao";1989;18;"feminino";2006-09-01;45;"2";"2";"2";"4";"2";"2";"2";"2";"2";"2";"6";"2";"2";"3";"4";"2";"2";"2";"0"
"205";-3,71;426;-38,54;"CE";"Fortaleza, CE";"out";"Nao";1988;19;"feminino";2006-09-01;26;"4";"2";"1";"1";"2";"1";"2";"1";"1";"2";"0";"2";"1";"1";"1";"1";"1";"2";"0"
"206";-3,71;426;-38,54;"CE";"Fortaleza, CE";"out";"Nao";1988;19;"masculino";2006-09-01;30;"2";"1";"2";"1";"2";"1";"1";"1";"2";"2";"0";"2";"3";"3";"1";"1";"1";"2";"2"
"207";-3,71;426;-38,54;"CE";"Fortaleza, CE";"out";"Nao";1988;19;"feminino";2006-09-01;40;"2";"2";"2";"2";"3";"1";"3";"2";"2";"2";"6";"2";"1";"2";"1";"1";"2";"2";"2"
"208";-3,71;426;-38,54;"CE";"Fortaleza, CE";"out";"Nao";1988;19;"feminino";2006-09-01;46;"4";"4";"2";"2";"2";"1";"1";"2";"1";"3";"2";"2";"1";"2";"2";"4";"3";"2";"6"
"209";-3,71;426;-38,54;"CE";"Fortaleza, CE";"out";"Nao";1988;19;"feminino";2006-09-01;49;"3";"1";"1";"2";"3";"4";"2";"1";"4";"3";"6";"2";"1";"1";"4";"2";"3";"4";"2"
"210";-3,71;426;-38,54;"CE";"Fortaleza, CE";"out";"Nao";1986;21;"feminino";2006-09-01;40;"2";"2";"1";"2";"2";"1";"1";"2";"1";"3";"6";"0";"2";"1";"2";"3";"3";"4";"2"
"211";-3,71;426;-38,54;"CE";"Fortaleza, CE";"out";"Nao";1986;21;"masculino";2006-09-01;42;"2";"3";"1";"4";"3";"2";"3";"2";"1";"3";"2";"2";"1";"4";"2";"3";"1";"3";"0"
"212";-3,71;426;-38,54;"CE";"Fortaleza, CE";"out";"Nao";1986;21;"feminino";2006-09-01;57;"3";"3";"2";"3";"3";"4";"2";"2";"4";"4";"6";"2";"1";"2";"4";"3";"3";"4";"2"
"213";-3,71;426;-38,54;"CE";"Fortaleza, CE";"out";"Nao";1985;22;"feminino";2006-09-01;36;"3";"3";"1";"1";"2";"3";"2";"2";"3";"5";"0";"0";"1";"2";"2";"3";"1";"2";"0"
"214";-3,71;426;-38,54;"CE";"Fortaleza, CE";"out";"Nao";1983;24;"feminino";2006-09-01;49;"3";"2";"3";"3";"2";"4";"2";"2";"2";"2";"6";"2";"1";"2";"3";"2";"3";"3";"2"
"215";-3,71;426;-38,54;"CE";"Fortaleza, CE";"out";"Nao";1980;27;"feminino";2006-09-01;37;"2";"2";"1";"1";"1";"1";"1";"2";"2";"4";"4";"3";"1";"2";"2";"3";"3";"2";"0"
"216";-3,71;426;-38,54;"CE";"Fortaleza, CE";"out";"Nao";1977;30;"feminino";2005-09-01;54;"5";"3";"1";"2";"3";"3";"2";"4";"4";"3";"4";"2";"1";"4";"4";"3";"1";"3";"2"
"217";-3,71;426;-38,54;"CE";"Fortaleza, CE";"out";"Nao";1982;25;"feminino";2006-09-01;32;"1";"3";"1";"1";"1";"1";"1";"2";"1";"3";"0";"5";"1";"2";"1";"3";"2";"3";"0"
"218";-3,71;426;-38,54;"CE";"Fortaleza, CE";"out";"Nao";1979;28;"masculino";2006-09-01;41;"4";"3";"1";"1";"2";"1";"1";"1";"2";"3";"6";"2";"1";"2";"2";"4";"2";"3";"0"
"219";-3,71;426;-38,54;"CE";"Fortaleza, CE";"out";"Nao";1979;28;"feminino";2006-09-01;52;"4";"3";"3";"3";"2";"3";"1";"1";"2";"3";"6";"2";"2";"2";"2";"2";"3";"4";"4"
"220";-3,71;426;-38,54;"CE";"Fortaleza, CE";"out";"Nao";1972;35;"masculino";2006-09-01;45;"3";"3";"1";"1";"1";"4";"1";"1";"4";"3";"6";"2";"1";"4";"1";"2";"3";"2";"2"
"221";-3,71;426;-38,54;"CE";"Fortaleza, CE";"out";"Nao";1964;43;"masculino";2006-09-01;51;"4";"4";"2";"2";"2";"3";"2";"3";"2";"3";"2";"3";"1";"3";"2";"4";"1";"2";"6"
"222";-3,71;426;-38,54;"CE";"Fortaleza , CE";"out";"Nao";1967;40;"masculino";2006-09-01;28;"2";"1";"1";"1";"1";"2";"1";"1";"1";"1";"2";"5";"1";"2";"1";"1";"3";"1";"0"
"223";-3,71;426;-38,54;"CE";"Fortaleza, CE";"out";"Nao";1981;26;"masculino";2006-09-01;47;"3";"3";"3";"3";"2";"3";"2";"3";"1";"2";"6";"0";"2";"2";"2";"4";"1";"3";"2"
"224";-3,71;426;-38,54;"CE";"Fortaleza, CE";"out";"Nao";1979;28;"feminino";2006-09-01;43;"2";"2";"1";"1";"2";"4";"2";"2";"2";"2";"2";"2";"3";"3";"3";"2";"3";"3";"2"
"225";-3,71;426;-38,54;"CE";"Fortaleza, CE";"out";"Nao";1979;28;"feminino";2006-09-01;49;"4";"3";"3";"3";"3";"2";"3";"2";"4";"3";"2";"2";"3";"2";"2";"2";"1";"3";"2"
"226";-3,71;426;-38,54;"CE";"Fortaleza, CE";"out";"Nao";1967;40;"masculino";2006-09-01;28;"2";"1";"1";"1";"1";"2";"1";"1";"1";"1";"2";"5";"1";"2";"1";"1";"3";"1";"0"
"227";-3,71;426;-38,54;"CE";"Fortaleza, CE";"out";"Nao";1959;48;"masculino";2005-09-01;29;"1";"1";"2";"2";"2";"4";"3";"1";"1";"2";"2";"0";"1";"2";"1";"1";"1";"2";"0"
"228";-3,71;426;-38,54;"CE";"Fortaleza, CE";"out";"Nao";1984;23;"feminino";2006-09-01;60;"3";"3";"3";"3";"3";"3";"3";"4";"3";"3";"6";"2";"3";"4";"4";"3";"3";"2";"2"
"229";-3,71;426;-38,54;"CE";"Fortaleza, CE";"out";"Nao";1986;21;"masculino";2006-09-01;45;"2";"3";"1";"2";"1";"1";"2";"2";"1";"5";"6";"3";"1";"3";"4";"2";"1";"3";"2"
"230";-3,71;426;-38,54;"CE";"Fortaleza, CE";"out";"Nao";1983;24;"masculino";2006-09-01;45;"3";"3";"2";"2";"3";"1";"2";"4";"4";"3";"2";"2";"1";"2";"1";"3";"3";"2";"2"
"231";-3,71;426;-38,54;"CE";"Fortaleza, CE";"out";"Nao";1980;27;"feminino";2006-09-01;44;"3";"2";"1";"3";"3";"3";"4";"2";"2";"3";"2";"3";"1";"3";"1";"3";"2";"3";"0"
"232";-3,71;426;-38,54;"CE";"Fortaleza, CE";"out";"Nao";1976;31;"masculino";2006-09-01;31;"2";"1";"1";"1";"1";"2";"2";"1";"2";"1";"4";"2";"1";"1";"2";"2";"2";"3";"0"
"233";-3,71;426;-38,54;"CE";"Fortaleza, CE";"out";"Nao";1964;43;"feminino";2006-09-01;66;"4";"4";"2";"3";"4";"3";"4";"3";"4";"4";"6";"2";"3";"2";"1";"4";"3";"4";"6"
"234";-3,71;426;-38,54;"CE";"Fortaleza, CE";"out";"Nao";1987;20;"feminino";2006-09-01;41;"2";"2";"1";"1";"2";"3";"2";"1";"3";"2";"4";"3";"1";"2";"2";"4";"3";"3";"0"
"235";-3,71;426;-38,54;"CE";"Fortaleza, CE";"out";"Nao";1986;21;"feminino";2006-09-01;38;"2";"2";"1";"1";"2";"1";"2";"3";"3";"3";"2";"2";"1";"2";"4";"3";"1";"3";"0"
"236";-3,71;426;-38,54;"CE";"Fortaleza, CE";"out";"Nao";1984;23;"masculino";2006-09-01;42;"3";"3";"1";"2";"2";"3";"2";"2";"2";"3";"4";"2";"1";"2";"2";"3";"3";"2";"0"
"237";-3,71;426;-38,54;"CE";"Fortaleza, CE";"out";"Nao";1975;32;"masculino";2006-09-01;33;"3";"3";"1";"1";"1";"1";"1";"1";"2";"3";"0";"2";"1";"3";"2";"3";"3";"2";"0"
"238";-3,71;426;-38,54;"CE";"Fortaleza, CE";"out";"Nao";1974;33;"feminino";2006-09-01;47;"3";"3";"1";"1";"1";"1";"1";"2";"4";"3";"6";"5";"1";"3";"4";"4";"3";"1";"0"
"239";-3,71;426;-38,54;"CE";"Fortaleza, CE";"out";"Nao";1972;35;"masculino";2006-09-01;47;"3";"2";"2";"3";"2";"2";"4";"2";"3";"3";"4";"3";"1";"1";"4";"2";"1";"3";"2"
"240";-3,71;426;-38,54;"CE";"Fortaleza, CE";"out";"Nao";1983;24;"masculino";2006-09-01;55;"4";"3";"2";"3";"1";"2";"3";"2";"4";"3";"6";"0";"1";"4";"2";"4";"3";"4";"4"
